Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc
0-20 cm,33902100,7.6,7.8,31.16,10.7,128,< LOD,1.2,183.1,,,,,ES,ES2,ES24,ES243,41.38273438,-1.13011606,07-07-18,685,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,33902114,7.4,8.38,14.52,5.4,69,< LOD,0.7,260.2,,,,,ES,ES2,ES24,ES243,41.50774582,-1.152835104,03-06-18,533,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33902140,7.5,8.05,22.2,17.8,408,15.7,1.7,82.5,,,,,ES,ES2,ES24,ES243,41.73984873,-1.195361301,21-07-18,323,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33902172,7.3,7.56,38.15,24.3,587,57.1,3,294.6,,,,,ES,ES2,ES24,ES243,42.02540542,-1.24830446,22-09-18,377,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33902190,7.2,7.38,48.75,18.5,373,26.3,2.8,111.5,,,,,ES,ES2,ES24,ES243,42.18597883,-1.27838152,18-09-18,403,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33921954,7.4,7.87,16.64,59.8,179,< LOD,3.3,370.9,,,,,ES,ES2,ES24,ES242,40.08023405,-0.877284684,11-08-18,1209,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
0-20 cm,33921966,7.6,8.14,20.19,19.2,298,11.9,1.7,351,,,,,ES,ES2,ES24,ES242,40.18760439,-0.895637793,08-06-18,1128,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,33921980,7.8,8.37,14.95,7.9,85,< LOD,0.9,182.2,,,1,0.7,ES,ES2,ES24,ES242,40.31284744,-0.917157381,10-06-18,1325,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33922016,7.6,8.13,15.71,13.9,159,25.9,1.2,169.1,,,,,ES,ES2,ES24,ES242,40.63479123,-0.973031446,16-06-18,1251,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,33922020,7.5,8.14,21.1,15.7,295,14.2,1.9,125.4,,,1.9,0.8,ES,ES2,ES24,ES242,40.67055305,-0.979287947,16-06-18,1271,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33922034,7.3,7.56,75.5,3.2,60,17.4,0.9,554.8,,,,,ES,ES2,ES24,ES242,40.79570423,-1.001262448,29-06-18,1403,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,33922038,7.5,8.02,17.85,11.5,105,12.2,1.2,486.8,,,,,ES,ES2,ES24,ES242,40.83145737,-1.007562889,29-06-18,1226,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33922196,7.4,7.78,27.4,17,295,26,2.1,247.1,,,,,ES,ES2,ES24,ES243,42.24219067,-1.264504585,21-09-18,511,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33922200,7.2,7.66,25.9,16.7,341,31,1.6,302.5,,,,,ES,ES2,ES24,ES243,42.27786766,-1.271219993,21-09-18,478,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33941950,7.2,7.81,33.5,29.4,152,18.9,2.1,195,,,,,ES,ES2,ES24,ES242,40.04702197,-0.848038706,11-08-18,1048,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33941964,7.7,8.29,19.67,12.5,352,10.9,1.3,285,,,,,ES,ES2,ES24,ES242,40.1722984,-0.869382064,08-06-18,1089,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,33941968,7.7,8.2,18.61,16.4,277,12.1,1.7,224.1,,,1.2,0.9,ES,ES2,ES24,ES242,40.20808724,-0.875501347,08-06-18,1099,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33941982,7.4,7.76,19.12,12.7,16,< LOD,1.4,113.4,,,,,ES,ES2,ES24,ES242,40.33333278,-0.896993384,11-06-18,1240,C33,U420,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
0-20 cm,33942018,7.3,7.72,45.4,19.9,278,70.9,2.1,959.7,,,,,ES,ES2,ES24,ES242,40.65528316,-0.952796106,16-06-18,1264,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33942022,7.4,7.91,20.1,7.5,2,23.8,1.1,311.4,,,,,ES,ES2,ES24,ES242,40.69104573,-0.959044636,16-06-18,1275,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33942048,7.5,8.04,15.2,11,413,< LOD,0.9,65.5,,,,,ES,ES2,ES24,ES242,40.92345555,-0.999897916,27-06-18,1292,E10,U120,Grassland,Grassland with sparse tree/shrub cover,Forestry
0-20 cm,33942054,7.5,8.08,13.96,8.2,657,< LOD,0.9,105.9,,,,,ES,ES2,ES24,ES242,40.97707707,-1.009384511,27-06-18,1295,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
0-20 cm,33942144,7.5,7.9,36.09,15.8,278,12.7,1.9,235.8,,,,,ES,ES2,ES24,ES243,41.780888,-1.154392509,03-08-18,272,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33942180,7.3,7.57,35.3,18,434,60,2.2,369.4,,,,,ES,ES2,ES24,ES243,42.10214695,-1.21385183,20-09-18,364,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33942216,7.5,8.07,19.01,13.9,444,11.2,1.8,165.7,,,,,ES,ES2,ES24,ES243,42.42325652,-1.274167718,25-09-18,652,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,33961954,7.1,7.33,74.7,284.2,60,33.3,16.9,819.8,,,,,ES,ES2,ES24,ES242,40.08539587,-0.830963823,22-08-18,1176,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
0-20 cm,33961962,7.6,8.12,14.32,25.6,75,< LOD,2.7,543.3,,,,,ES,ES2,ES24,ES242,40.15698476,-0.843139622,04-08-18,1035,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
0-20 cm,33961984,7.8,8.36,16.39,5,121,< LOD,0.8,98,,,,,ES,ES2,ES24,ES242,40.35381382,-0.876817451,11-06-18,1303,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,33961990,7.6,8.16,16.65,31.5,479,< LOD,3.9,172.6,,,,,ES,ES2,ES24,ES242,40.40748423,-0.886052102,02-07-18,1485,C23,U420,Woodland,Other coniferous woodland,Semi-natural and natural areas not in use
0-20 cm,33962080,6.9,7.78,7.74,8.3,1,12.3,1,204.6,,,,,ES,ES2,ES24,ES243,41.21201956,-1.027185798,07-07-18,854,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33962088,7.3,7.7,20.6,6.9,3,< LOD,1,169,,,,,ES,ES2,ES24,ES243,41.28348703,-1.039972574,07-07-18,836,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33962116,7.4,8.02,21,20.7,563,17.5,2.3,110,,,,,ES,ES2,ES24,ES243,41.53356376,-1.085043834,10-07-18,663,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33962128,7.6,7.63,104.5,7.8,533,13.6,1.4,118.1,,,0.5,0.2,ES,ES2,ES24,ES243,41.64071133,-1.104512597,13-07-18,400,B18,U111,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33962134,7.3,7.78,59.8,13.5,413,17.1,1.9,108.3,,,,,ES,ES2,ES24,ES243,41.69427881,-1.114281576,13-07-18,312,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33962170,7.4,7.69,69.06,18.7,427,90.1,1.9,621,,,,,ES,ES2,ES24,ES243,42.0155958,-1.173384519,17-09-18,364,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33962182,7.2,7.57,31.2,18.3,293,50.1,2,278.7,,,,,ES,ES2,ES24,ES243,42.12266816,-1.193273631,20-09-18,386,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33962206,7.5,7.87,15.34,14.1,256,10.9,1.6,176.4,,,,,ES,ES2,ES24,ES243,42.33676324,-1.233337739,21-09-18,640,E30,U111,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33981964,7.6,8.02,13.32,11.7,107,< LOD,1.3,229.8,,,,,ES,ES2,ES24,ES242,40.17745764,-0.82299518,04-08-18,979,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33981990,7.4,7.98,17.31,9.3,127,< LOD,1.4,121,,,,,ES,ES2,ES24,ES242,40.41007205,-0.862775694,02-07-18,1369,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,33981996,7.7,8.42,17.04,13.8,66,23.6,1.3,202.1,,,0.7,0.7,ES,ES2,ES24,ES242,40.46374062,-0.872012739,01-07-18,1477,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33982022,7.6,8.23,17.54,13.4,336,< LOD,1.4,353.7,,,,,ES,ES2,ES24,ES242,40.69625413,-0.912289123,16-06-18,1358,B41,U111,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33982054,7.3,7.73,23.99,31.5,331,10.2,3.5,324.3,,,,,ES,ES2,ES24,ES242,40.98231309,-0.962422192,26-06-18,1233,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,33982068,7.6,8.03,15.48,13,349,15.3,1.1,178.8,,,,,ES,ES2,ES24,ES243,41.10742546,-0.98455294,01-07-18,919,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33982076,7.7,8.36,22.4,14.7,214,23.9,1.3,285.9,,,,,ES,ES2,ES24,ES243,41.17890779,-0.99725358,01-07-18,883,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,33982144,7.4,7.89,33.31,15.3,235,22,1.9,171.9,,,,,ES,ES2,ES24,ES243,41.7862036,-1.106835103,17-07-18,266,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,33982158,7.8,8.25,42.54,16.2,375,< LOD,1.3,206.7,,,0.4,0.8,ES,ES2,ES24,ES243,41.91116813,-1.129763059,17-09-18,420,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34001970,7.5,7.86,22.41,9.4,138,28.8,1.4,455,,,0.5,0.4,ES,ES2,ES24,ES242,40.23371911,-0.808925089,05-08-18,1011,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34001998,7.4,7.78,25.01,16.8,64,16.1,2.2,306.6,,,,,ES,ES2,ES24,ES242,40.48421487,-0.851793013,01-07-18,1433,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34002034,7.6,8.33,20.4,6.3,438,12.1,1,281.7,,,,,ES,ES2,ES24,ES242,40.80614165,-0.907596901,18-06-18,1223,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34002124,7.5,7.65,274.03,22.8,154,< LOD,2.5,391.1,,,,,ES,ES2,ES24,ES243,41.61028377,-1.050585751,13-07-18,424,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34002136,7.5,7.8,45.3,13,324,46.2,2,316,,,,,ES,ES2,ES24,ES243,41.71743086,-1.070035724,03-06-18,271,B16,U111,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34021972,7.6,8.29,16.84,12.4,232,< LOD,0.8,114.2,,,0.5,0.5,ES,ES2,ES24,ES242,40.25418409,-0.788748985,09-06-18,1094,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34021994,7.4,7.85,22,10.5,106,16.3,1.5,199.3,,,0.4,0.6,ES,ES2,ES24,ES242,40.45101408,-0.822348113,01-07-18,1448,B53,U111,Cropland,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34022002,7.3,7.92,15.09,11,11,< LOD,1.2,208.8,,,,,ES,ES2,ES24,ES242,40.5225741,-0.834637077,01-07-18,1411,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34022030,7.5,7.74,39.5,29.8,231,< LOD,3.9,246.3,,,,,ES,ES2,ES24,ES242,40.77297349,-0.877950102,17-06-18,1397,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,34022044,7.6,8.17,16.41,12.6,293,< LOD,0.9,320.3,,,0.7,1.8,ES,ES2,ES24,ES242,40.89813797,-0.899784123,28-06-18,1229,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34022170,7.3,7.71,29.24,31.4,450,34.9,3.2,367.6,,,,,ES,ES2,ES24,ES243,42.02357904,-1.101776529,17-09-18,498,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34022174,7.6,8.04,31,14.3,336,13,1.9,195.4,,,,,ES,ES2,ES24,ES243,42.05927712,-1.108354909,03-06-18,431,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34041970,7.2,7.76,18.84,9.7,5,< LOD,1.2,213,,,,,ES,ES2,ES24,ES242,40.23885047,-0.762490596,09-06-18,1072,C10,U420,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use
0-20 cm,34041988,7.2,7.75,16.24,21.1,680,< LOD,1.4,127.2,,,,,ES,ES2,ES24,ES242,40.39990946,-0.789881314,12-06-18,1626,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,34041998,7.4,8.08,15.83,7.1,148,< LOD,1.1,186.2,,,,,ES,ES2,ES24,ES242,40.48936973,-0.805180992,01-07-18,1455,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34042006,7.5,8.33,14.11,6.4,62,< LOD,0.7,129.7,,,,,ES,ES2,ES24,ES242,40.56092927,-0.817463487,01-07-18,1373,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34042016,7.3,7.49,80.81,70.5,427,18.3,6.6,499.8,,,,,ES,ES2,ES24,ES242,40.65036786,-0.832870307,18-06-18,1431,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34042024,7.7,8.23,18.61,11.5,341,< LOD,1.4,229.1,,,,,ES,ES2,ES24,ES242,40.72191009,-0.845238922,17-06-18,1321,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34042042,7.4,7.87,17.04,30.7,427,< LOD,2.4,324.2,,,,,ES,ES2,ES24,ES242,40.88285215,-0.873209453,28-06-18,1247,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34042160,7.5,7.88,15.38,11.9,436,45.6,1.2,91.7,,,,,ES,ES2,ES24,ES243,41.93697105,-1.061537089,17-09-18,490,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34042168,7.5,8,19.74,12.7,406,< LOD,1.7,472.4,,,,,ES,ES2,ES24,ES243,42.00837817,-1.074625026,17-09-18,498,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34061976,7.2,8,6.15,3.5,1,NA,0.6,74.2,,,,,ES,ES2,ES24,ES242,40.29510112,-0.748361025,11-06-18,1219,C33,U420,Woodland,Other mixed woodland,Semi-natural and natural areas not in use
0-20 cm,34062008,7.4,7.92,24.4,13.8,258,< LOD,1.7,231.5,,,,,ES,ES2,ES24,ES242,40.58139133,-0.797199627,01-07-18,1314,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34062012,7.5,8.06,15.06,6.7,212,11.8,1,271.8,,,,,ES,ES2,ES24,ES242,40.61716893,-0.80334715,18-06-18,1302,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34062020,7.6,8.16,19.07,6.3,436,15.8,1.1,301.4,,,0.6,0.4,ES,ES2,ES24,ES242,40.68871839,-0.81567088,17-06-18,1265,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34062038,7.7,8,15.92,16.3,302,< LOD,1.2,139.6,,,,,ES,ES2,ES24,ES242,40.84967672,-0.843539845,28-06-18,1065,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,34062044,7.5,8.04,10.17,7.9,13,< LOD,1.5,86.9,,,0.9,1.5,ES,ES2,ES24,ES242,40.90332091,-0.852872997,28-06-18,1186,B14,U111,Cropland,Rye,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34082010,7.4,8.19,16.11,2.2,323,< LOD,0.8,94.4,,,,,ES,ES2,ES24,ES242,40.60184907,-0.776923683,01-07-18,1358,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34082014,7.5,8.06,20.16,8.6,372,15.5,1.1,262.3,,,,,ES,ES2,ES24,ES242,40.63762741,-0.783063158,18-06-18,1325,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34082032,7.5,8,19.42,14,180,< LOD,1.3,171,,,,,ES,ES2,ES24,ES242,40.79860626,-0.810809212,20-06-18,1149,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34082060,7.5,8.15,16.05,15.2,698,21.8,1.1,160.4,,,,,ES,ES2,ES24,ES242,41.04894123,-0.854358294,10-07-18,857,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34082176,7.4,7.82,23.3,11.8,388,18.9,1.5,202.7,,,0.4,1.6,ES,ES2,ES24,ES243,42.08506588,-1.039962153,17-09-18,421,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34082226,7.5,7.86,13.91,11.4,347,27.6,1.4,178,,,,,ES,ES2,ES24,ES243,42.53119478,-1.122631846,24-09-18,651,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34101954,7.3,7.63,16.26,24.6,256,< LOD,2.2,359.4,,,,,ES,ES2,ES24,ES242,40.10328986,-0.66878965,24-07-18,1049,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
0-20 cm,34102002,7.3,8.09,22.29,22.1,526,< LOD,2.2,288,,,,,ES,ES2,ES24,ES242,40.53284646,-0.74134871,03-07-18,1450,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34102020,7.6,8.29,14.56,10.9,604,< LOD,1.2,119,,,,,ES,ES2,ES24,ES242,40.69385872,-0.768907994,18-06-18,1326,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34102056,7.6,8.48,12.37,11.8,364,< LOD,0.9,248.9,,,0.4,0.4,ES,ES2,ES24,ES242,41.01576751,-0.824608974,10-07-18,863,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34102088,7.6,8.05,17.35,18.4,555,30.6,2,151.8,,,,,ES,ES2,ES24,ES243,41.30178021,-0.874782813,05-07-18,671,B13,U111,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34102106,7.3,7.42,235,15.4,313,< LOD,1.5,166.9,,,,,ES,ES2,ES24,ES243,41.46260968,-0.903283534,06-07-18,639,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34102134,7.3,7.69,39.68,17.8,298,32.2,2.2,241.1,,,,,ES,ES2,ES24,ES243,41.71271405,-0.948021301,20-07-18,252,B52,U111,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34102178,7.1,7.39,45.66,17,309,70,2.3,403,,,0.3,0.4,ES,ES2,ES24,ES243,42.10555285,-1.019331627,09-08-18,419,B74,U111,Cropland,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34122012,7.2,7.44,13.41,27.7,26,< LOD,3,251.7,,,,,ES,ES2,ES24,ES242,40.624861,-0.733277388,03-07-18,1463,C22,U120,Woodland,Pine dominated coniferous woodland,Forestry
0-20 cm,34122058,7.5,8.04,22.15,8.5,413,34.2,1.3,321.1,,,,,ES,ES2,ES24,ES242,41.03622485,-0.804219388,10-07-18,850,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34122094,7.7,8.19,18.27,8.4,512,17.8,1.1,410.5,,,,,ES,ES2,ES24,ES243,41.35798778,-0.860635316,05-07-18,532,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34142074,7.5,7.81,19.63,25.4,537,< LOD,2.9,286,,,,,ES,ES2,ES24,ES243,41.18182866,-0.805633758,01-07-18,746,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34142080,7.7,8.14,23.13,18.2,330,49.1,1.7,508.7,,,,,ES,ES2,ES24,ES243,41.23545768,-0.815020269,05-07-18,575,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34142092,7.7,8.11,17.31,11.4,267,< LOD,1.1,271.7,,,,,ES,ES2,ES24,ES243,41.34270313,-0.833859681,05-07-18,523,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34161996,6.8,7.29,31.6,36.9,25,< LOD,4.1,375.1,,,,,ES,ES2,ES24,ES242,40.48680592,-0.6622788,02-07-18,1533,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34162018,7.6,7.95,25.6,15.5,92,< LOD,1.3,204.9,,,,,ES,ES2,ES24,ES242,40.68363686,-0.695698774,29-05-18,1155,E20,U111,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34162032,7.5,8.07,19.53,8.7,158,13.8,1.4,161.2,,,,,ES,ES2,ES24,ES242,40.80886294,-0.717115276,08-07-18,1092,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34162184,7.4,7.86,15.04,11.3,359,30.8,1.3,108.8,,,,,ES,ES2,ES24,ES243,42.16698777,-0.95736262,09-08-18,565,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34182010,7.3,7.71,38.53,58.3,164,< LOD,5.2,290.5,,,,,ES,ES2,ES24,ES242,40.61460973,-0.660156215,04-07-18,1482,D10,U111,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34182024,7.4,8.04,13.49,11,371,< LOD,1.3,61.7,,,,,ES,ES2,ES24,ES242,40.73985498,-0.681461154,04-07-18,1210,D10,U420,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use
0-20 cm,34182132,7.4,7.77,24.8,18.1,356,12.7,2.2,191.5,,,,,ES,ES2,ES24,ES243,41.70525946,-0.849790867,20-07-18,269,E20,U420,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use
0-20 cm,34182178,7.6,8.24,24.8,7.6,379,< LOD,1.2,140.4,,,,,ES,ES2,ES24,ES243,42.11604157,-0.923690087,03-06-18,499,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34201972,6.9,7.16,38,72.7,7,54.1,6.9,655.2,,,,,ES,ES2,ES24,ES242,40.27706036,-0.579671058,27-05-18,1515,F40,U111,Bareland,Other bare soil,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34202062,7.6,8.12,16.03,13,567,44.4,1.6,209.7,,,,,ES,ES2,ES24,ES242,41.08224704,-0.716350984,12-07-18,909,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34202074,7.8,8,263.66,7.5,315,< LOD,1.1,218,,,,,ES,ES2,ES24,ES243,41.18953312,-0.73493994,21-06-18,682,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34202146,7.4,7.49,242,17.1,306,20.1,1.8,257.1,,,,,ES,ES2,ES24,ES243,41.83289944,-0.848333326,07-08-18,378,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34222010,7.4,7.92,17.05,28.9,645,< LOD,3.2,273.1,,,,,ES,ES2,ES24,ES242,40.61967532,-0.613437666,04-07-18,1317,D20,U111,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34222016,7.3,7.92,14.95,9.7,159,< LOD,1.2,208.1,,,0.6,0.9,ES,ES2,ES24,ES242,40.67335971,-0.622515599,04-07-18,1413,B15,U111,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34222096,7.6,7.72,197.8,11.9,408,13.3,1.4,204.4,,,,,ES,ES2,ES24,ES243,41.38874717,-0.745606977,01-07-18,430,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34222150,7.6,7.84,246,20.6,331,< LOD,2.1,367.1,,,0.4,0.7,ES,ES2,ES24,ES243,41.87121449,-0.830906383,08-08-18,405,B12,U111,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
0-20 cm,34222172,7.5,7.72,58.03,9.6,362,18,1.6,281.3,,,,,ES,ES2,ES24,ES243,42.0676799,-0.866183675,07-08-18,473,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
0-20 cm,34242002,7.5,8.04,17.72,70.9,454,< LOD,1.8,88,,,,,ES,ES2,ES24,ES242,40.55061069,-0.578030528,05-07-18,1330,D20,U415,Shrubland,Shrubland without tree cover,Other abandoned areas
0-20 cm,34242026,7.4,7.77,34.11,95.4,300,10.7,4,174.7,,,,,ES,ES2,ES24,ES242,40.76535537,-0.614279356,08-07-18,1483,D20,U420,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use
0-20 cm,34242074,7.7,7.79,238,10.5,286,13.1,1.3,433.1,,,,,ES,ES2,ES24,ES243,41.19464152,-0.687802175,21-06-18,544,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34242102,7.5,7.55,241.08,14.1,215,< LOD,1.7,341.7,,,,,ES,ES2,ES24,ES243,41.44493459,-0.731332956,01-07-18,400,F40,U112,Bareland,Other bare soil,Fallow land
0-20 cm,34242156,7.5,7.96,17.93,9.3,437,16.1,1.5,125.9,,,,,ES,ES2,ES24,ES243,41.92738832,-0.816653307,07-08-18,415,E30,U112,Grassland,Spontaneously re-vegetated surfaces,Fallow land
